,Unnamed: 0,node1,node2,label,nb_common_labels,nb_common_genres,squared_popularity_diff,cn,pa,tn,minTriangles,maxTriangles,minCoefficient,maxCoefficient,sp,sl
0,0,7034,7717,0,1,2,14,1.0,1080.0,51.0,5,10,0.017825311942959002,0.032679738562091505,0.0,0.0
0,1,7034,4500,0,0.0,0.0,62,0.0,40.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,2,7034,7151,0,4,2,2,4.0,1740.0,54.0,5,86,0.032679738562091505,0.11025641025641025,0.0,0.0
0,3,7034,7119,0,4,2,4,4.0,1200.0,45.0,5,45,0.032679738562091505,0.0967741935483871,0.0,0.0
0,4,7034,4506,0,0.0,0.0,74,0.0,160.0,20.0,1,5,0.032679738562091505,1.0,0.0,0.0
0,5,7034,4499,0,0.0,0.0,53,0.0,220.0,23.0,2,5,0.032679738562091505,0.2,0.0,0.0
0,6,7034,2879,0,1,0.0,53,0.0,40.0,20.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,7,7034,1482,0,2,2,19,0.0,620.0,38.0,5,30,0.032679738562091505,0.15789473684210525,0.0,0.0
0,8,7034,4504,0,1,0.0,53,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,9,7034,329,0,1,0.0,5,0.0,120.0,23.0,2,5,0.032679738562091505,0.2,0.0,0.0
0,10,7034,4503,0,1,0.0,27,0.0,20.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,11,7034,4496,0,1,0.0,41,0.0,60.0,20.0,1,5,0.032679738562091505,1.0,0.0,0.0
0,12,7034,7101,0,4,2,5,5.0,2320.0,89.0,5,135,0.032679738562091505,0.04736842105263158,0.0,0.0
0,13,7034,4502,0,0.0,0.0,35,0.0,40.0,19.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,14,7034,4501,0,0.0,1,22,0.0,80.0,21.0,0,5,0.0,0.032679738562091505,0.0,0.0
0,15,7034,7356,0,1,0.0,15,0.0,300.0,30.0,5,14,0.032679738562091505,0.21212121212121213,0.0,0.0
0,16,7034,8686,0,1,0.0,26,0.0,200.0,27.0,5,11,0.032679738562091505,0.3055555555555556,0.0,0.0
